,date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,region
0,2022-07-31,6.7,1.44843568945539,4.62567999999999,1.3009708737864067,-10.181,-8.689,-12.345,-2.724,58.47599999999999,5.879,AUS
1,2022-01-31,6.4,1.41934568164076,4.50912000000001,1.101549053356282,-22.39,-16.259,-19.096,-15.235,20.316000000000003,-20.061,AUS
2,2021-07-31,6.55,1.36658694909464,4.79296249999999,1.159292035398231,-15.169,-8.072,-15.808,-9.002,21.575,-7.724,AUS
3,2021-01-31,6.48,1.29996750081248,4.98474,1.1448763250883396,-11.9,-4.3,-15.0,1.6,18.3,-6.6000000000000005,AUS
4,2020-07-31,6.55,1.43061516452074,4.57845000000001,1.147110332749561,-19.817,-15.5,-17.2,-5.2,8.1,-9.6,AUS
5,2020-01-31,6.45,1.44906535284741,4.45114500000001,1.1375661375661374,-21.497,-17.5,-15.2,-10.1,8.7,-9.9,AUS
6,2019-07-31,6.15,1.4436263894904,4.260105,1.0714285714286,-25.8,-23.4,-20.7,-9.4,2.1,-13.2,AUS
7,2019-01-31,6.1,1.4016399187049,4.352045,1.0931899641577,-22.0,-19.2,-21.3,-8.0,2.8,-16.0,AUS
8,2018-07-31,6.05,1.3398539559188,4.5154175,1.0980036297641,-18.1,-15.4,-19.5,-7.7,10.0,-12.2,AUS
9,2018-01-31,5.9,1.2536826929104,4.706135,1.1174242424242,-10.86865530303,-6.3880686080015,-16.471218080424,-4.0315041507564,22.033469841843,-7.0354236313621,AUS
10,2017-07-31,5.9,1.3030164831585,4.527955,1.1132075471698,-14.566886792453,-11.701246201104,-13.026249622953,2.5842164589207,19.941711063031,-2.3577241447633,AUS
11,2017-01-31,5.8,1.3566680233347,4.27518,1.1462450592885,-15.510276679842,-11.923378053359,-10.26357146293,7.4377096978706,9.996884047534,-5.8243387102146,AUS
12,2016-07-31,5.75,1.3357376611234,4.3047375,1.140873015873,-14.588541666667,-11.023576818166,-12.479626654539,2.4806495178727,4.3977631387833,-2.6810027782201,AUS
13,2016-01-31,5.3,1.4157287463722,3.743655,1.0750507099391,-24.063793103448,-28.164063585432,-22.28640311833,-22.29301357764,-4.004199228237,-20.675480415366,AUS
14,2015-07-31,5.3,1.3512600499966,3.922265,1.1064718162839,-18.115553235908,-22.16909301562,-18.572958678984,-23.192558386062,6.9389292998638,-14.171058280931,AUS
15,2015-01-31,5.3,1.2272197336933,4.318705,1.1064718162839,-9.8391440501044,-17.899533092507,-18.997635949314,-20.377829812621,9.742343199197,-13.431469554541,AUS
16,2014-07-31,5.1,1.0593781450289,4.814145,1.0636079249218,0.3992700729927,-11.846416856471,-25.547998743505,-23.560022682712,10.822601817479,-5.8304209144604,AUS
17,2014-01-31,5.05,1.1288592876898,4.4735425,1.0920886646243,-3.2573256442602,-17.595986586753,-29.270083903203,-25.201030112957,25.099683762019,-18.576077071008,AUS
18,2013-07-31,5.035,1.0898588632772,4.61986425,1.1049743964887,1.3869257498171,-12.833963986464,-21.068999575452,-9.7006390835102,21.489476189341,-6.8085182143158,AUS
19,2013-01-31,4.7,0.95909461468374,4.900455,1.076156176211,12.205423712643,-3.4427777867751,-19.910402499906,-9.217955259917,17.358037076669,0.75924587999201,AUS
20,2012-07-31,4.56,0.97432649680908,4.680156,1.053726169844,8.1491854419411,0.40561280731168,-9.5850079334696,-6.4319783855134,1.8078017194368,6.7139620660781,AUS
21,2012-01-31,4.8,0.97233701200836,4.93656,1.14361410648,17.614992780936,8.8296990836762,-7.262364285749,6.5076889406403,5.0361335663141,9.2181909968089,AUS
22,2011-07-31,4.56,0.92238158926348,4.943724,1.1217712177122,21.616826568266,11.695403757759,-18.0564401528,2.7419628458979,5.8833350807384,8.1032630156835,AUS
23,2010-07-31,4.35,1.1337225780851,3.8369175,1.1651785714286,2.7745758928571,,,,,,AUS
24,2010-01-31,4.35,1.09355,3.9778702391294,1.2150837988827,11.113693830431,,,,,,AUS
25,2009-07-31,4.34,1.2869,3.3724454114539,1.2156862745098,-5.5337419760817,,,,,,AUS
26,2008-06-30,3.45,1.026,3.3625730994152,0.96638655462185,-5.8102773273052,,,,,,AUS
27,2007-06-30,3.45,1.17,2.9487179487179,1.0117302052786,-13.527332882172,,,,,,AUS
28,2007-01-31,3.45,1.266865,2.7232578056857,1.0714285714286,-15.426776220941,,,,,,AUS
29,2006-05-31,3.25,1.33253,2.4389694791112,1.0483870967742,-21.323565189962,,,,,,AUS
30,2006-01-31,3.25,1.3308,2.4421400661256,1.031746031746,-22.471743932519,,,,,,AUS
31,2005-06-30,3.25,1.3015,2.4971187091817,1.062091503268,-18.394813425434,,,,,,AUS
32,2004-05-31,3.25,1.43,2.27,1.1206896551724,-21.630094043887,,,,,,AUS
33,2003-04-30,3.0,1.61,1.8,1.1070110701107,-31.241548440329,,,,,,AUS
34,2002-04-30,3.0,1.86,1.62,1.2048192771084,-35.224770047934,,,,,,AUS
35,2001-04-30,3.0,1.98,1.52,1.1811023622047,-40.348365545216,,,,,,AUS
36,2000-04-30,2.59,1.68,1.54,1.0318725099602,-38.579017264276,,,,,,AUS
37,2022-07-31,22.9,5.39175,4.24722956368526,4.446601941747573,-17.53,7.020999999999999,2.736,14.013,85.74199999999999,24.095,BRA
38,2022-01-31,22.9,5.31,4.31261770244821,3.941480206540447,-25.773000000000003,22.899,18.735,24.401,76.575,17.319000000000003,BRA
39,2021-07-31,22.9,5.24865,4.36302668305183,4.05309734513274,-22.778,31.512,20.444000000000003,30.181,73.924,32.009,BRA
40,2021-01-31,21.9,5.5046,3.97849071685499,3.8692579505300313,-29.7,20.1,6.6000000000000005,27.500000000000004,48.4,17.2,BRA
41,2020-07-31,20.9,5.34045,3.91352788622682,3.6602451838879193,-31.462,19.1,16.8,33.6,52.3,27.4,BRA
42,2020-01-31,19.9,4.1419,4.80455829450252,3.5097001763668407,-15.264,42.0,46.0,54.900000000000006,87.1,55.1,BRA
43,2019-07-31,17.5,3.8073,4.5964331678617,3.0487804878049,-19.9,30.7,35.5,54.7,74.3,48.3,BRA
44,2019-01-31,16.9,3.71795,4.5455156739601,3.0286738351254,-18.5,40.6,37.0,60.1,78.9,46.3,BRA
45,2018-07-31,16.9,3.83835,4.4029335521774,3.0671506352087,-20.1,34.7,28.1,46.9,75.1,39.8,BRA
46,2018-01-31,16.5,3.2279,5.1116825180458,3.125,-3.1878310976176,60.962604198063,43.624963862419,65.014638445817,109.83249477906,59.84949875465,BRA
47,2017-07-31,16.5,3.2343,5.1015675725814,3.1132075471698,-3.744008064502,56.850781701181,54.49709250929,82.226972063857,113.06021126482,73.448283651401,BRA
48,2017-01-31,16.5,3.22395,5.1179453775648,3.2608695652174,1.1451655645215,67.550944500326,70.708447090318,104.38215427626,109.25055260887,79.153340004409,BRA
49,2016-07-31,15.5,3.24145,4.7818106094495,3.0753968253968,-5.122805368066,55.517210935279,52.972257997885,79.120537979879,82.471360059575,70.098757375533,BRA
50,2016-01-31,13.5,4.0248,3.3542039355993,2.7383367139959,-31.963409014213,7.1096249924008,15.873400337805,15.863543936496,43.132737383286,18.275336405158,BRA
51,2015-07-31,13.5,3.15235,4.2825193902961,2.8183716075157,-10.594584753734,35.074616351097,41.315664858544,33.298404334336,85.591243990965,48.955110812863,BRA
52,2015-01-31,13.5,2.59275,5.2068267283772,2.8183716075157,8.70201938157,68.455481719373,66.202370955348,63.370459872898,125.17167057604,77.623149383053,BRA
53,2014-07-31,13.0,2.22025,5.8551964868821,2.711157455683,22.110458537687,86.844601129138,57.803619342239,62.017204098383,134.89237866788,99.595714834288,BRA
54,2014-01-31,12.4,2.36305,5.2474556187977,2.6815642458101,13.478946522928,72.651899240943,48.19247074805,56.717903380519,162.10735498572,70.598425429104,BRA
55,2013-07-31,12.0,2.27065,5.2848303349261,2.6335040234089,15.980182917179,70.897037881231,54.751492513239,77.040209799147,138.19130207179,82.710479004265,BRA
56,2013-01-31,11.25,1.99335,5.6437655203552,2.5759057409307,29.224960038662,89.815124280721,57.442566745578,78.462104748046,130.70599881029,98.075590212276,BRA
57,2012-07-31,10.08,2.04215,4.9359743407683,2.3292894280763,14.06064334531,72.455516115806,55.295741796464,60.711348781152,74.863899529555,83.290663642341,BRA
58,2012-01-31,10.25,1.805,5.6786703601108,2.4420926232125,35.295990205679,109.57406395457,78.585472180993,105.1025538216,102.26877000406,110.32218537486,BRA
59,2011-07-31,9.5,1.5416,6.1624286455631,2.3370233702337,51.597260653458,148.51581523829,82.319682760802,128.59492688889,135.58429848024,140.52350978135,BRA
60,2010-07-31,8.71,1.77495,4.9071804839573,2.3330357142857,31.442334391713,,,,,,BRA
61,2010-01-31,8.2,1.7233,4.7583125398944,2.2905027932961,32.913758097609,,,,,,BRA
62,2009-07-31,8.03,1.9971,4.0208302037955,2.249299719888,12.628297025084,,,,,,BRA
63,2008-06-30,7.5,1.5846,4.7330556607346,2.1008403361345,32.578589936543,,,,,,BRA
64,2007-06-30,6.9,1.913,3.6069001568217,2.0234604105572,5.7741981472653,,,,,,BRA
65,2007-01-31,6.4,2.1335,2.9997656433091,1.9875776397516,-6.8395762947479,,,,,,BRA
66,2006-05-31,6.4,2.3045,2.7771750922109,2.0645161290323,-10.413706702874,,,,,,BRA
67,2006-01-31,6.2,2.2615,2.7415432235242,1.968253968254,-12.966881792882,,,,,,BRA
68,2005-06-30,5.9,2.4648,2.3937033430704,1.9281045751634,-21.774400553254,,,,,,BRA
69,2004-05-31,5.4,3.18,1.7,1.8620689655172,-41.444372153546,,,,,,BRA
70,2003-04-30,4.55,3.07,1.44,1.6789667896679,-45.310528023847,,,,,,BRA
71,2002-04-30,3.6,2.34,1.55,1.4457831325301,-38.214396045721,,,,,,BRA
72,2001-04-30,3.6,2.19,1.64,1.4173228346457,-35.282062344947,,,,,,BRA
73,2000-04-30,2.95,1.79,1.65,1.1752988047809,-34.340848894923,,,,,,BRA
74,2022-07-31,6.77,1.28915,5.25152232090913,1.3145631067961174,1.971,10.205,5.793,17.404,91.268,27.787,CAN
